sel,title,artist,album,track_n,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
106,This Love,Taylor Swift,1989,11,Dream Pop,2014,144,44,48,-9,9,11,250,68,3,58,"Clear blue water, high tides came and brought you in
And I could go on and on, on and on
And I will
Skies grew darker, currents swept you out again
And you are just gone and gone, gone and gone
In silent screams and wildest dreams
I never dreamed of this
This love is good, this love is bad
This love is alive back from the dead
These hands had to let it go free
And this love came back to me
Tossing, turning, struggle through the night with someone new
And I could go on and on, on and on
Lantern, burning, flickered in my mind for only you
But you were still gone, gone, gone
Been losing grip, sinking ships
You showed up just in time
This love is good, this love is bad
This love is alive back from the dead
These hands had to let it go free
And this love came back to me
This love left a permanent mark
This love is glowing in the dark
These hands had to let it go free
And this love came back to me
Your kiss, my cheek, I watched you leave
Your smile, my ghost, I fell to my knees
When you're young you just run
But you come back to what you need
This love is good, this love is bad
This love is alive back from the dead
These hands had to let it go free
And this love came back to me
This love left a permanent mark
This love is glowing in the dark
These hands had to let it go free
And this love came back to me"
121,I Know Places,Taylor Swift,1989,12,Pop,2014,160,76,60,-5,20,51,196,23,7,56,"You stand with your hand on my waistline
It's a scene and we're out here in plain sight
I can hear them whisper as we pass by
It's a bad sign (bad sign)
Something happens when everybody finds out
See the vultures circling dark clouds
Love's a fragile little flame
It could burn out, it could burn out
'Cause they got the cages, they got the boxes
And guns
They are the hunters, we are the foxes
And we run
Baby, I know places we won't be found
And they'll be chasing their tails trying to track us down
'Cause I, I know places we can hide
I know places, I know places
Lights flash and we'll run for the fences
Let them say what they want, we won't hear it
Loose lips sink ships all the damn time
Not this time
Just grab my hand and don't ever drop it
My love
They are the hunters, we are the foxes
And we run
Baby, I know places we won't be found
And they'll be chasing their tails trying to track us down
'Cause I, I know places we can hide
I know places, I know places
They are the hunters, we are the foxes
And we run
Just grab my hand and don't ever drop it
My love
Baby, I know places we won't be found
And they'll be chasing their tails trying to track us down
'Cause I, I know places we can hide
I know places, I know places
They take their shots, we're bulletproof
(I know places)
And you know for me, it's always you
(I know places)
In the dead of night, your eyes so green
(I know places)
And I know for you, it's always me
(I know places)"
94,Clean,Taylor Swift,1989,13,Pop,2014,104,38,82,-8,10,21,271,23,3,61,"The drought was the very worst
When the flowers that we'd grown together died of thirst
It was months and months of back-and-forth
You're still all over me like a wine-stained dress I can't wear anymore
Hung my head as I lost the war
And the sky turned black like a perfect storm
Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning, gone was any trace of you
I think I am finally clean
There was nothing left to do
When the butterflies turned to dust that covered my whole room
So I punched a hole in the roof
Let the flood carry away all my pictures of you
The water filled my lungs, I screamed so loud
But no one heard a thing
Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning, gone was any trace of you
I think I am finally clean
I think I am finally clean
Ten months sober, I must admit
Just because you're clean don't mean you don't miss it
Ten months older, I won't give in
Now that I'm clean, I'm never gonna risk it
The drought was the very worst
When the flowers that we'd grown together died of thirst
Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning, gone was any trace of you
I think I am finally clean
Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning, gone was any trace of you
And I think I am finally clean"
107,Wonderland,Taylor Swift,1989,14,dance pop,2014,184,69,42,-5,18,20,246,5,5,58,"Flashing lights and we
Took a wrong turn and we
Fell down a rabbit hole
You held on tight to me
Cause nothing's as it seems and spinning out of control
Didn't they tell us don't rush into things?
Didn't you flash your green eyes at me?
Haven't you heard what becomes of curious minds?
Didn't it all seem new and exciting?
I felt your arms twistin' round me
I should have slept with one eye open at night
We found Wonderland, you and I got lost in it
And we pretended it could last forever (ey, ey)
We found Wonderland, you and I got lost in it
And life was never worse but never better (ey, ey)
(Ey, ey, ey, ey, ey)
In Wonderland
(Ey, ey, ey, ey, ey)
In Wonderland
(Ey, ey, ey, ey, ey)
In Wonderland
(Ey, ey, ey, ey, ey)
In Wonderland
So we went on our way, too in love to think straight
All alone or so it seemed
But there was strangers watching
And whispers turned to talking
And talking turned to screams, oh
Didn't they tell us don't rush into things
Didn't you flash your green eyes at me
Didn't you calm my fears with a Cheshire cat smile
Didn't it all feel new and exciting
I felt your arms twisting round me
Its all fun and games till somebody loses their mind
But darlin'
We found Wonderland, you and I got lost in it
And we pretended it could last forever (ey, ey)
We found Wonderland, you and I got lost in it
And life was never worse but never better (ey, ey)
(Ey, ey, ey, ey, ey)
In Wonderland
(Ey, ey, ey, ey, ey)
In Wonderland
(Ey, ey, ey, ey, ey)
In Wonderland
(Ey, ey, ey, ey, ey)
In Wonderland
I reached for you but you were gone
I knew I had to go back home
You searched the world for something else
To make you feel like what we had
And in the end in Wonderland
We both went mad
Oh!
We found Wonderland, you and I got lost in it
We pretended it could last forever, last forever (ey, ey)
We found Wonderland, you and I got lost in it (got lost in it)
And life was never worse but never better, never better (ey, ey)
(Ey, ey, ey, ey, ey)
We found Wonderland, you and I got lost in it (in Wonderland)
(Ey, ey, ey, ey, ey)
We pretended it could last forever (in Wonderland)
(Ey, ey, ey, ey, ey)
We found Wonderland, you and I got lost in it (in Wonderland)
(Ey, ey, ey, ey, ey)
And life was never worse but never better
In Wonderland"
108,You Are In Love,Taylor Swift,1989,15,Pop,2014,170,48,47,-9,9,32,267,71,6,58,"One look, dark room, meant just for you
Time moved too fast, you play it back
Buttons on a coat, lighthearted joke
No proof, not much, but you saw enough
Small talk, he drives, coffee at midnight
The light reflects the chain on your neck
He says, ""Look up"" and your shoulders brush
No proof, one touch, you felt enough
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
You are in love
Morning, his place, burnt toast, Sunday
You keep his shirt, he keeps his word
And for once you let go of your fears and your ghosts
One step, not much, but it said enough
You kiss on side walks, you fight and you talk
One night he wakes, strange look on his face
Pauses, then says ""You're my best friend.""
And you knew what it was, he is in love
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
And so it goes...
You two are dancing in the snowglobe round and round
And he keeps a picture of you in his office downtown
And you understand now why they lost their minds and fought the wars
And why I spent my whole life trying to put it into words
'Cause you can hear it in the silence
You can feel it on the way home
You can see it with the lights out
You are in love, true love
You are in love!
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
You are in love
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
You are in love"
90,New Romantics,Taylor Swift,1989,16,Pop,2014,122,89,63,-6,7,58,230,0,7,62,"We're all bored, we're all so tired of everything
We wait for trains that just aren't coming
We show off our different scarlet letters
Trust me, mine is better
We're so young, but we're on the road to ruin
We play dumb but we know exactly what we're doing
We cry tears of mascara in the bathroom
Honey, life is just a classroom
'Cause baby I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby we're the new romantics
Come on, come along with me
Heartbreak is the national anthem
We sing it proudly
We're too busy dancing to get knocked off our feet
Baby we're the new romantics
The best people in life are free
We're all here, the lights and noise are blinding
We hang back it's all in the timing
It's poker, you can't see it in my face
But I'm about to play my Ace
We need love but all we want is danger
We team up then switch sides like a record changer
The rumors are terrible and cruel
But honey most of them are true
'Cause baby I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby we're the new romantics
Come on, come along with me
Heartbreak is the national anthem
We sing it proudly
We're too busy dancing to get knocked off our feet
Baby we're the new romantics
The best people in life are free
Please take my hand and
Please take me dancing and
Please leave me stranded
It's so romantic, it's so romantic
'Cause baby I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
'Cause baby I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby we're the new romantics
Come on, come along with me
Heartbreak is the national anthem
We sing it proudly
We're too busy dancing to get knocked off our feet
Baby we're the new romantics
The best people in life are free"
258,I Know Places - Voice Memo,Taylor Swift,1989,17,dance pop,2014,79,13,59,-18,53,15,216,83,59,0,
257,I Wish You Would - Voice Memo,Taylor Swift,1989,18,dance pop,2014,118,36,78,-16,19,65,107,72,91,0,
256,Blank Space - Voice Memo,Taylor Swift,1989,19,dance pop,2014,127,23,68,-15,66,58,131,80,72,0,
173,Beautiful Ghosts ,Taylor Swift,Cats,1,Musicals,2019,187,24,37,-9,10,24,261,85,6,50,"Follow me home
If you dare to
I wouldn't know
Where to lead you
Should I take chances
When no one took chances on me?
So I watch from the dark, wait for my life to start
With no beauty in my memory
All that I wanted
Was to be wanted
Too young to wander London streets
Alone and haunted
Born into nothing
At least you have something
Something to cling to
Visions of dazzling rooms I'll never get let into
And the memories were lost long ago
But at least you have beautiful ghosts
Perilous night
Their voices calling
A flicker of light
Before the dawning
Out here, the wild ones
Are taming the fear within me
Scared to call them my friends and be broken again
Is this hope just a mystical dream?
All that I wanted
Was to be wanted
Too young to wander London streets
Alone and haunted
Born into nothing
At least you have something
Something to cling to
Visions of dazzling rooms, I'll never get let into
And the memories were lost long ago
But at least you have beautiful ghosts
And so maybe my home isn't what I had known
What I thought it would be
But I feel so alive with these phantoms of night
And I know that this life isn't safe
But it's wild and it's free
All that I wanted
Was to be wanted
I'll never wander London streets
Alone and haunted
Born into nothing
With them, I have something
Something to cling to
I never knew I'd love this world they've let me into
And the memories were lost long ago
So I'll dance with these beautiful ghosts
And the memories were lost long ago
So I'll dance with these beautiful ghosts"
236,Macavity ,Taylor Swift,Cats,2,Musicals,2019,115,43,52,-9,15,15,311,12,12,40,"Macavity's a mystery cat, he's called the Hiddenpaw
For he's the master criminal who can defy the law
He's the bafflement of Scotland Yard, the Flying Squad's despair
For when they reach the scene of crime, Macavity's not there

Macavity, Macavity, there's no one like Macavity
He's broken every human law, he breaks the law of gravity
His powers of levitation would make a fakir stare
But when they reach the scene of crime, Macavity's not there

Macavity's a ginger cat, he's very tall and thin
You would know him if you saw him for his eyes are sunken in
His brow is deeply lined with thought, his head is highly domed
His coat is dusty from neglect, his whiskers are uncombed
He sways his head from side to side, with movements like a snake
And when you think he's half asleep, he's always wide awake

Macavity, Macavity, there's no one like Macavity
For he's a fiend in feline shape, a monster of depravity
You may meet him in a by-street, you may see him in the square
But when a crime's discovered, then Macavity's not there

He's outwardly respectable, I know, he cheats at cards
And his footprints are not found in any files of Scotland Yard's
And when the larder's looted and the jewel case is rifled
Or when the milk is missing or another peke's been stifled
Or the greenhouse glass is broken and the trellis past repair
There's the wonder of the thing, Macavity's not there

Macavity, Macavity, there's no one like Macavity
There never was a cat of such deceitfulness and suavity
He always has an alibi, and one or two to spare
What ever time the deed took place, Macavity wasn't there
And they say that all the cats whose wicked deeds are widely known
I might mention Mungojerrie, Rumpleteazer, Griddlebone
Are nothing more than agents for the cat who all the time
Just controls the operations, the Napoleon of Crime
Macavity, Macavity, there's no one like Macavity
He's a fiend in feline shape, a monster of depravity
You may meet him in a by-street, you may see him in the square
But when a crime's discovered, then Macavity, Macavity
Macavity, Macavity

When a crime's discovered, then
Macavity's not there"
72,Christmas Tree Farm,Taylor Swift,Christmas Tree Farm,1,Pop,2019,134,68,60,-5,32,44,228,6,3,66,"My winter nights are taken up by static
Stress, and holiday shopping traffic
But I close my eyes, and I'm somewhere else
Just like magic
In my heart is a Christmas tree farm
Where the people would come
To dance under sparkling lights
Bundled up in their mittens and coats
And the cider would flow
And I just wanna be there tonight
Sweet dreams of holly and ribbon
Mistakes are forgiven
And everything is icy and blue
And you would be there too
Under the mistletoe
Watching the fire glow
And telling me, ""I love you""
Just being in your arms
Takes me back to that little farm
Where every wish comes true
In my heart is a Christmas tree farm
There's a light in the barn
We'd run inside out from the cold
In the town, kids are dreaming of sleighs
And they're warm and they're safe
They wake to see a blanket of snow
Sweet dreams of holly and ribbon
Mistakes are forgiven
And everything is icy and blue
And you would be there too
Under the mistletoe
Watching the fire glow
And telling me, ""I love you""
Just being in your arms
Takes me back to that little farm
Where every wish comes true
(Baby, yeah)
And when I'm feeling alone
You remind me of home
Oh baby, baby, Merry Christmas
And when the world isn't fair
I'll pretend that we're there
Baby, baby, Merry Christmas
To you
Under the mistletoe (to you)
Watching the fire glow
And telling me, ""I love you""
Baby, baby, Merry Christmas
Oh baby, baby, Merry Christmas (darling)
Baby, baby, Merry Christmas
'Cause I love you
Oh baby, baby, Merry Christmas
Oh baby, baby, Merry Christmas
Oh baby, baby, Merry Christmas
May your every wish come true
I love you"
1,willow,Taylor Swift,evermore,1,Alternative Pop,2020,81,57,39,-9,14,53,215,83,17,86,"I'm like the water when your ship rolled in that night
Rough on the surface but you cut through like a knife
And if it was an open-shut case
I never would've known from that look on your face
Lost in your current like a priceless wine
The more that you say
The less I know
Wherever you stray
I follow
I'm begging for you to take my hand
Wreck my plans
That's my man
Life was a willow and it bent right to your wind (oh)
Head on the pillow, I could feel you sneaking in
As if you were a mythical thing
Like you were a trophy or a champion ring
And there was one prize I'd cheat to win
The more that you say
The less I know
Wherever you stray
I follow
I'm begging for you to take my hand
Wreck my plans
That's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans
That's my man
Life was a willow and it bent right to your wind (oh)
They count me out time and time again
Life was a willow and it bent right to your wind (oh)
But I come back stronger than a 90's trend
Wait for the signal and I'll meet you after dark
Show me the places where the others gave you scars
Now this is an open-shut case
Guess I should've known from the look on your face
Every bait and switch was a work of art
The more that you say
The less I know
Wherever you stray
I follow
I'm begging for you to take my hand
Wreck my plans
That's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans
That's my man
The more that you say
The less I know
Wherever you stray
I follow
Begging for you to take my hand
Wreck my plans
That's my man
You know that my train could take you home
Anywhere else is hollow
Begging for you to take my hand
Wreck my plans
That's my man
Hey, that's my man
That's my man
Yeah, that's my man
Every bait and switch was a work of art
That's my man
Hey, that's my man
I'm begging for you to take my hand
Wreck my plans
That's my man"
3,champagne problems,Taylor Swift,evermore,2,Alternative Pop,2020,171,24,46,-12,11,32,244,92,4,82,"You booked the night train for a reason
So you could sit there in this hurt
Bustling crowds or silent sleepers
You're not sure which is worse
Because I dropped your hand while dancing
Left you out there standing
Crestfallen on the landing
Champagne problems
Your mom's ring in your pocket
My picture in your wallet
Your heart was glass, I dropped it
Champagne problems
You told your family for a reason
You couldn't keep it in
Your sister splashed out on the bottle
Now no one's celebrating
Dom Pérignon, you brought it
No crowd of friends applauded
Your hometown skeptics called it
Champagne problems
You had a speech, you're speechless
Love slipped beyond your reaches
And I couldn't give a reason
Champagne problems
Your Midas touch on the Chevy door
November flush and your flannel cure
""This dorm was once a madhouse""
I made a joke, ""Well, it's made for me""
How evergreen, our group of friends
Don't think we'll say that word again
And soon they'll have the nerve to deck the halls
That we once walked through
One for the money, two for the show
I never was ready, so I watch you go
Sometimes you just don't know the answer
'Til someone's on their knees and asks you
""She would've made such a lovely bride
What a shame she's fucked in her head, "" they said
But you'll find the real thing instead
She'll patch up your tapestry that I shred
And hold your hand while dancing
Never leave you standing
Crestfallen on the landing
With champagne problems
Your mom's ring in your pocket
Her picture in your wallet
You won't remember all my
Champagne problems
You won't remember all my
Champagne problems"
6,gold rush,Taylor Swift,evermore,3,Alternative Pop,2020,112,46,51,-10,12,35,185,83,4,78,"Gleaming
Twinkling
Eyes like sinking ships
On waters so inviting
I almost jump in
But I don't like a gold rush, gold rush
I don't like anticipating my face in a red flush
I don't like that anyone would die to feel your touch
Everybody wants you
Everybody wonders what it would be like to love you
Walk past, quick brush
I don't like slow motion double vision in rose blush
I don't like that falling feels like flying 'til the bone crush
Everybody wants you
But I don't like a gold rush
What must it be like
To grow up that beautiful?
With your hair falling into place like dominos
I see me padding 'cross your wooden floors
With my Eagles t-shirt hanging from the door
At dinner parties
I call you out on your contrarian shit
And the coastal town
We wandered 'round had never
Seen a love as pure as it
And then it fades into the gray of my day old tea
'Cause you know it could never be
'Cause I don't like a gold rush, gold rush
I don't like anticipating my face in a red flush
I don't like that anyone would die to feel your touch
Everybody wants you
Everybody wonders what it would be like to love you
Walk past, quick brush
I don't like slow motion double vision in rose blush
I don't like that falling feels like flying 'til the bone crush
Everybody wants you
But I don't like a gold rush
What must it be like
To grow up that beautiful?
With your hair falling into place like dominoes
My mind turns your life into folklore
I can't dare to dream about you anymore
At dinner parties
Won't call you out on your contrarian shit
And the coastal town
We never found will never
See a love as pure as it
'Cause it fades into the gray of my day old tea
'Cause it will never be
Gleaming
Twinkling
Eyes like sinking ships
On waters so inviting
I almost jump in"
